,ARTIST,Rank,TITLE,Year,ARTIST_Full
3565,Linda Ronstadt,68,How Do I Make You,1980.0,Linda Ronstadt
3566,Benny Mardones,69,Into The Night,1980.0,Benny Mardones
3567,Pure Prairie League,70,Let Me Love You Tonight,1980.0,Pure Prairie League
3568,Genesis,71,Misunderstanding,1980.0,Genesis
3569,Dirt Band,72,An American Dream,1980.0,Dirt Band
3570,Carole King,73,One Fine Day,1980.0,Carole King
3571,Donna Summer,74,Dim All The Lights,1980.0,Donna Summer
3572,Billy Joel,75,You May Be Right,1980.0,Billy Joel
3573,Neil Sedaka and Dara Sedaka,76,Should’ve Never Let You Go,1980.0,Neil Sedaka and Dara Sedaka
3574,Charlie Dore,77,Pilot Of The Airwaves,1980.0,Charlie Dore
3575,Linda Ronstadt,78,Hurt So Bad,1980.0,Linda Ronstadt
3576,Michael Jackson,79,Off The Wall,1980.0,Michael Jackson
3577,Peaches and Herb,80,I Pledge My Love,1980.0,Peaches and Herb
3578,Eagles,81,The Long Run,1980.0,Eagles
3579,Mickey Gilley,82,Stand By Me,1980.0,Mickey Gilley
3580,Pat Benatar,83,Heartbreaker,1980.0,Pat Benatar
3581,Dionne Warwick,84,Deja Vu,1980.0,Dionne Warwick
3582,Eddie Rabbitt,85,Drivin’ My Life Away,1980.0,Eddie Rabbitt
3583,Supertramp,86,Take The Long Way Home,1980.0,Supertramp
3584,Fleetwood Mac,87,Sara,1980.0,Fleetwood Mac
3585,Daryl Hall and John Oates,88,Wait For Me,1980.0,Daryl Hall and John Oates
3586,Boz Scaggs,89,Jo Jo,1980.0,Boz Scaggs
3587,Neil Diamond,90,September Morn,1980.0,Neil Diamond
3588,George Benson,91,Give Me The Night,1980.0,George Benson
3589,Anne Murray,92,Broken Hearted Me,1980.0,Anne Murray
3590,Kenny Rogers,93,You Decorated My Life,1980.0,Kenny Rogers
3591,Fleetwood Mac,94,Tusk,1980.0,Fleetwood Mac
3592,Prince,95,I Wanna Be Your Lover,1980.0,Prince
3593,Charlie Daniels Band,96,In America,1980.0,Charlie Daniels Band
3594,Boz Scaggs,97,Breakdown Dead Ahead,1980.0,Boz Scaggs
3595,Barry Manilow,98,Ships,1980.0,Barry Manilow
3596,Joe Walsh,99,All Night Long,1980.0,Joe Walsh
3597,Tom Petty and The Heartbreakers,100,Refugee,1980.0,Tom Petty and The Heartbreakers
3598,Knack,1,My Sharona,1979.0,Knack
3599,Donna Summer,2,Bad Girls,1979.0,Donna Summer
3600,Chic,3,Le Freak,1979.0,Chic
3601,Rod Stewart,4,Da Ya Think I’m Sexy,1979.0,Rod Stewart
3602,Peaches and Herb,5,Reunited,1979.0,Peaches and Herb
3603,Gloria Gaynor,6,I Will Survive,1979.0,Gloria Gaynor
3604,Donna Summer,7,Hot Stuff,1979.0,Donna Summer
3605,Village People,8,Y.M.C.A.,1979.0,Village People
3606,Anita Ward,9,Ring My Bell,1979.0,Anita Ward
3607,Robert John,10,Sad Eyes,1979.0,Robert John
3608,Bee Gees,11,Too Much Heaven,1979.0,Bee Gees
3609,Donna Summer,12,MacArthur Park,1979.0,Donna Summer
3610,Dr. Hook,13,When You’re In Love With A Beautiful Woman,1979.0,Dr. Hook
3611,David Naughton,14,Makin’ It,1979.0,David Naughton
3612,Pointer Sisters,15,Fire,1979.0,Pointer Sisters
3613,Bee Gees,16,Tragedy,1979.0,Bee Gees
3614,Olivia Newton-John,17,A Little More Love,1979.0,Olivia Newton-John
3615,Blondie,18,Heart Of Glass,1979.0,Blondie
3616,Doobie Brothers,19,What A Fool Believes,1979.0,Doobie Brothers
3617,Chic,20,Good Times,1979.0,Chic
3618,Barbra Streisand and Neil Diamond,21,You Don’t Bring Me Flowers,1979.0,Barbra Streisand and Neil Diamond
3619,Amii Stewart,22,Knock On Wood,1979.0,Amii Stewart
3620,Suzi Quatro and Chris Norman,23,Stumblin’ In,1979.0,Suzi Quatro and Chris Norman
3621,Maxine Nightingale,24,Lead Me On,1979.0,Maxine Nightingale
3622,Jacksons,25,Shake Your Body,1979.0,Jacksons
3623,Melissa Manchester,26,Don’t Cry Out Loud,1979.0,Melissa Manchester
3624,Supertramp,27,The Logical Song,1979.0,Supertramp
3625,Billy Joel,28,My Life,1979.0,Billy Joel
3626,Randy Vanwarmer,29,Just When I Needed You Most,1979.0,Randy Vanwarmer
3627,Raydio,30,You Can’t Change That,1979.0,Raydio
3628,Peaches and Herb,31,Shake Your Groove Thing,1979.0,Peaches and Herb
3629,Dionne Warwick,32,I’ll Never Love This Way Again,1979.0,Dionne Warwick
3630,Bee Gees,33,Love You Inside Out,1979.0,Bee Gees
3631,Cheap Trick,34,I Want You To Want Me,1979.0,Cheap Trick
3632,Barbra Streisand,35,The Main Event (Fight),1979.0,Barbra Streisand
3633,Elton John,36,Mama Can’t Buy You Love,1979.0,Elton John
3634,Leif Garrett,37,I Was Made For Dancin’,1979.0,Leif Garrett
3635,"Earth, Wind and Fire",38,After The Love Has Gone,1979.0,"Earth, Wind and Fire"
3636,Donna Summer and Brooklyn Dreams,39,Heaven Knows,1979.0,Donna Summer and Brooklyn Dreams
3637,Kenny Rogers,40,The Gambler,1979.0,Kenny Rogers
3638,Nicolette Larson,41,Lotta Love,1979.0,Nicolette Larson
3639,Little River Band,42,Lady,1979.0,Little River Band
3640,Bonnie Pointer,43,Heaven Must Have Sent You,1979.0,Bonnie Pointer
3641,Toto,44,Hold The Line,1979.0,Toto
3642,Sister Sledge,45,He’s The Greatest Dancer,1979.0,Sister Sledge
3643,Dr. Hook,46,Sharing The Night Together,1979.0,Dr. Hook
3644,Kenny Rogers,47,She Believes In Me,1979.0,Kenny Rogers
3645,Village People,48,In The Navy,1979.0,Village People
3646,Frank Mills,49,Music Box Dancer,1979.0,Frank Mills
3647,Charlie Daniels Band,50,The Devil Went Down To Georgia,1979.0,Charlie Daniels Band
3648,John Stewart,51,Gold,1979.0,John Stewart
3649,Wings,52,Goodnight Tonight,1979.0,Wings
3650,Sister Sledge,53,We Are Family,1979.0,Sister Sledge
3651,Bad Company,54,Rock ‘N’ Roll Fantasy,1979.0,Bad Company
3652,Hot Chocolate,55,Every 1’s A Winner,1979.0,Hot Chocolate
3653,Cher,56,Take Me Home,1979.0,Cher
3654,"Earth, Wind and Fire",57,Boogie Wonderland,1979.0,"Earth, Wind and Fire"
3655,Andy Gibb,58,(Our Love) Don’t Throw It All Away,1979.0,Andy Gibb
3656,Bobby Caldwell,59,What You Won’t Do For Love,1979.0,Bobby Caldwell
3657,Ace Frehley,60,New York Groove,1979.0,Ace Frehley
3658,Dire Straits,61,Sultans Of Swing,1979.0,Dire Straits
3659,Chic,62,I Want Your Love,1979.0,Chic
3660,Rickie Lee Jones,63,Chuck E’s In Love,1979.0,Rickie Lee Jones
3661,Alicia Bridges,64,I Love The Night Life,1979.0,Alicia Bridges
3662,McFadden and Whitehead,65,Ain’t No Stoppin’ Us Now,1979.0,McFadden and Whitehead
3663,Little River Band,66,Lonesome Loser,1979.0,Little River Band
3664,Styx,67,Renegade,1979.0,Styx
3665,England Dan and John Ford Coley,68,Love Is The Answer,1979.0,England Dan and John Ford Coley
3666,Cheryl Lynn,69,Got To Be Real,1979.0,Cheryl Lynn
3667,Patrick Hernandez,70,Born To Be Alive,1979.0,Patrick Hernandez
3668,Electric Light Orchestra,71,Shine A Little Love,1979.0,Electric Light Orchestra
3669,Anne Murray,72,I Just Fall In Love Again,1979.0,Anne Murray
3670,Ian Matthews,73,Shake It,1979.0,Ian Matthews
3671,Kiss,74,I Was Made For Lovin’ You,1979.0,Kiss
3672,Gino Vannelli,75,I Just Wanna Stop,1979.0,Gino Vannelli
3673,G.Q.,76,Disco Nights,1979.0,G.Q.
3674,Linda Ronstadt,77,Ooh Baby Baby,1979.0,Linda Ronstadt
3675,"Earth, Wind and Fire",78,September,1979.0,"Earth, Wind and Fire"
3676,Al Stewart,79,Time Passages,1979.0,Al Stewart
3677,Herb Alpert,80,Rise,1979.0,Herb Alpert
3678,Electric Light Orchestra,81,Don’t Bring Me Down,1979.0,Electric Light Orchestra
3679,Eric Clapton,82,Promises,1979.0,Eric Clapton
3680,Roger Voudouris,83,Get Used To It,1979.0,Roger Voudouris
3681,Ambrosia,84,How Much I Feel,1979.0,Ambrosia
3682,Eddie Rabbitt,85,Suspicions,1979.0,Eddie Rabbitt
3683,Rex Smith,86,You Take My Breath Away,1979.0,Rex Smith
3684,Alice Cooper,87,How You Gonna See Me Now,1979.0,Alice Cooper
3685,Foreigner,88,Double Vision,1979.0,Foreigner
3686,Babys,89,Every Time I Think Of You,1979.0,Babys
3687,Instant Funk,90,I Got My Mind Made Up,1979.0,Instant Funk
3688,Michael Jackson,91,Don’t Stop ‘Til You Get Enough,1979.0,Michael Jackson
3689,Robert Palmer,92,Bad Case Of Lovin’ You,1979.0,Robert Palmer
3690,Barry Manilow,93,Somewhere In The Night,1979.0,Barry Manilow
3691,Bob Seger and The Silver Bullet Band,94,We’ve Got Tonight,1979.0,Bob Seger and The Silver Bullet Band
3692,Van Halen,95,Dance The Night Away,1979.0,Van Halen
3693,Nigel Olsson,96,Dancing Shoes,1979.0,Nigel Olsson
3694,Diana Ross,97,The Boss,1979.0,Diana Ross
3695,Commodores,98,Sail On,1979.0,Commodores
3696,G.Q.,99,I Do Love You,1979.0,G.Q.
3697,Firefall,100,Strange Way,1979.0,Firefall
3698,Andy Gibb,1,Shadow Dancing,1978.0,Andy Gibb
3699,Bee Gees,2,Night Fever,1978.0,Bee Gees
3700,Debby Boone,3,You Light Up My Life,1978.0,Debby Boone
3701,Bee Gees,4,Stayin’ Alive,1978.0,Bee Gees
3702,Exile,5,Kiss You All Over,1978.0,Exile
3703,Bee Gees,6,How Deep Is Your Love,1978.0,Bee Gees
3704,Player,7,Baby Come Back,1978.0,Player
3705,Andy Gibb,8,(Love Is) Thicker Than Water,1978.0,Andy Gibb
3706,A Taste Of Honey,9,Boogie Oogie Oogie,1978.0,A Taste Of Honey
3707,Commodores,10,Three Times A Lady,1978.0,Commodores
3708,Frankie Valli,11,Grease,1978.0,Frankie Valli
3709,Paul Davis,12,I Go Crazy,1978.0,Paul Davis
3710,John Travolta and Olivia Newton-John,13,You’re The One That I Want,1978.0,John Travolta and Olivia Newton-John
3711,Samantha Sang,14,Emotion,1978.0,Samantha Sang
3712,Eric Clapton,15,Lay Down Sally,1978.0,Eric Clapton
3713,Rolling Stones,16,Miss You,1978.0,Rolling Stones
3714,Billy Joel,17,Just The Way You Are,1978.0,Billy Joel
3715,Wings,18,With A Little Luck,1978.0,Wings
3716,Yvonne Elliman,19,If I Can’t Have You,1978.0,Yvonne Elliman
3717,Chic,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",1978.0,Chic
3718,Chuck Mangione,21,Feels So Good,1978.0,Chuck Mangione
3719,Nick Gilder,22,Hot Child In The City,1978.0,Nick Gilder
3720,Sweet,23,Love Is Like Oxygen,1978.0,Sweet
3721,Bonnie Tyler,24,It’s A Heartache,1978.0,Bonnie Tyler
3722,Queen,25,We Will Rock You / We Are The Champions,1978.0,Queen
3723,Gerry Rafferty,26,Baker Street,1978.0,Gerry Rafferty
3724,Barry Manilow,27,Can’t Smile Without You,1978.0,Barry Manilow
3725,Johnny Mathis and Deniece Williams,28,"Too Much, Too Little, Too Late",1978.0,Johnny Mathis and Deniece Williams
3726,Peter Brown,29,Dance With Me,1978.0,Peter Brown
3727,Meat Loaf,30,Two Out Of Three Ain’t Bad,1978.0,Meat Loaf
3728,Raydio,31,Jack And Jill,1978.0,Raydio
3729,ABBA,32,Take A Chance On Me,1978.0,ABBA
3730,Dan Hill,33,Sometimes When We Touch,1978.0,Dan Hill
3731,Donna Summer,34,Last Dance,1978.0,Donna Summer
3732,Olivia Newton-John,35,Hopelessly Devoted To You,1978.0,Olivia Newton-John
3733,Foreigner,36,Hot Blooded,1978.0,Foreigner
3734,Rod Stewart,37,You’re In My Heart,1978.0,Rod Stewart
3735,Roberta Flack and Donny Hathaway,38,The Closer I Get To You,1978.0,Roberta Flack and Donny Hathaway
3736,Kansas,39,Dust In The Wind,1978.0,Kansas
3737,Walter Egan,40,Magnet And Steel,1978.0,Walter Egan
3738,Randy Newman,41,Short People,1978.0,Randy Newman
3739,O’Jays,42,Use Ta Be My Girl,1978.0,O’Jays
3740,Natalie Cole,43,Our Love,1978.0,Natalie Cole
3741,Pablo Cruise,44,Love Will Find A Way,1978.0,Pablo Cruise
3742,Andy Gibb,45,An Everlasting Love,1978.0,Andy Gibb
3743,John Paul Young,46,Love Is In The Air,1978.0,John Paul Young
3744,David Gates,47,Goodbye Girl,1978.0,David Gates
3745,Paul Simon,48,Slip Slidin’ Away,1978.0,Paul Simon
3746,Heatwave,49,The Groove Line,1978.0,Heatwave
3747,Jay Ferguson,50,Thunder Island,1978.0,Jay Ferguson
3748,Atlanta Rhythm Section,51,Imaginary Lover,1978.0,Atlanta Rhythm Section
3749,Bob Seger and The Silver Bullet Band,52,Still The Same,1978.0,Bob Seger and The Silver Bullet Band
3750,Toby Beau,53,My Angel Baby,1978.0,Toby Beau
3751,Trammps,54,Disco Inferno,1978.0,Trammps
3752,George Benson,55,On Broadway,1978.0,George Benson
3753,Styx,56,Come Sail Away,1978.0,Styx
3754,L.T.D.,57,Back In Love Again,1978.0,L.T.D.
3755,Player,58,This Time I’m In It For Love,1978.0,Player
3756,Carly Simon,59,You Belong To Me,1978.0,Carly Simon
3757,Dolly Parton,60,Here You Come Again,1978.0,Dolly Parton
3758,Linda Ronstadt,61,Blue Bayou,1978.0,Linda Ronstadt
3759,Steely Dan,62,Peg,1978.0,Steely Dan
3760,Anne Murray,63,You Needed Me,1978.0,Anne Murray
3761,Evelyn “Champagne” King,64,Shame,1978.0,Evelyn “Champagne” King
3762,Little River Band,65,Reminiscing,1978.0,Little River Band
3763,Jefferson Starship,66,Count On Me,1978.0,Jefferson Starship
3764,Eddie Money,67,Baby Hold On,1978.0,Eddie Money
3765,Shaun Cassidy,68,Hey Deanie,1978.0,Shaun Cassidy
3766,John Travolta and Olivia Newton-john,69,Summer Nights,1978.0,John Travolta and Olivia Newton-john
3767,Lynyrd Skynyrd,70,What’s Your Name,1978.0,Lynyrd Skynyrd
3768,Crystal Gayle,71,Don’t It Make My Brown Eyes Blue,1978.0,Crystal Gayle
3769,Patti Smith,72,Because The Night,1978.0,Patti Smith
3770,Robert Palmer,73,Every Kinda People,1978.0,Robert Palmer
3771,Barry Manilow,74,Copacabana,1978.0,Barry Manilow
3772,Heatwave,75,Always And Forever,1978.0,Heatwave
3773,Rick James,76,You And I,1978.0,Rick James
3774,"Earth, Wind and Fire",77,Serpentine Fire,1978.0,"Earth, Wind and Fire"
3775,Bob Welch,78,Sentimental Lady,1978.0,Bob Welch
3776,LeBlanc and Carr,79,Falling,1978.0,LeBlanc and Carr
3777,Santa Esmeralda,80,Dont Let Me Be Misunderstood,1978.0,Santa Esmeralda
3778,Michael Johnson,81,Bluer Than Blue,1978.0,Michael Johnson
3779,Jackson Browne,82,Running On Empty,1978.0,Jackson Browne
3780,Kenny Loggins,83,Whenever I Call You “Friend”,1978.0,Kenny Loggins
3781,Chris Rea,84,Fool (If You Think It’s Over),1978.0,Chris Rea
3782,Foxy,85,Get Off,1978.0,Foxy
3783,Electric Light Orchestra,86,Sweet Talking Woman,1978.0,Electric Light Orchestra
3784,Joe Walsh,87,Life’s Been Good,1978.0,Joe Walsh
3785,Alicia Bridges,88,I Love The Night Life,1978.0,Alicia Bridges
3786,High Inergy,89,You Can’t Turn Me Off (In The Middle Of Turning Me On),1978.0,High Inergy
3787,Linda Ronstadt,90,It’s So Easy,1978.0,Linda Ronstadt
3788,Odyssey,91,Native New Yorker,1978.0,Odyssey
3789,Parliament,92,Flashlight,1978.0,Parliament
3790,Boston,93,Don’t Look Back,1978.0,Boston
3791,Electric Light Orchestra,94,Turn To Stone,1978.0,Electric Light Orchestra
3792,Eruption,95,I Can’t Stand The Rain,1978.0,Eruption
3793,Bob Welch,96,Ebony Eyes,1978.0,Bob Welch
3794,ABBA,97,The Name Of The Game,1978.0,ABBA
3795,Rita Coolidge,98,We’re All Alone,1978.0,Rita Coolidge
3796,Bob Seger and The Silver Bullet Band,99,Hollywood Nights,1978.0,Bob Seger and The Silver Bullet Band
3797,Steely Dan,100,Deacon Blues,1978.0,Steely Dan
3798,Rod Stewart,1,Tonight’s The Night (Gonna Be Alright),1977.0,Rod Stewart
3799,Andy Gibb,2,I Just Want To Be Your Everything,1977.0,Andy Gibb
3800,Emotions,3,Best Of My Love,1977.0,Emotions
3801,Barbra Streisand,4,Love Theme From “A Star Is Born”,1977.0,Barbra Streisand
3802,Hot,5,Angel In Your Arms,1977.0,Hot
3803,Kenny Nolan,6,I Like Dreamin’,1977.0,Kenny Nolan
3804,Thelma Houston,7,Don’t Leave Me This Way,1977.0,Thelma Houston
3805,Rita Coolidge,8,(Your Love Has Lifted Me) Higher And Higher,1977.0,Rita Coolidge
3806,Alan O’Day,9,Undercover Angel,1977.0,Alan O’Day
3807,Mary MacGregor,10,Torn Between Two Lovers,1977.0,Mary MacGregor
3808,K.C. and The Sunshine Band,11,I’m Your Boogie Man,1977.0,K.C. and The Sunshine Band
3809,ABBA,12,Dancing Queen,1977.0,ABBA
3810,Leo Sayer,13,You Make Me Feel Like Dancing,1977.0,Leo Sayer
3811,Jimmy Buffett,14,Margaritaville,1977.0,Jimmy Buffett
3812,Electric Light Orchestra,15,Telephone Line,1977.0,Electric Light Orchestra
3813,Pablo Cruise,16,Whatcha Gonna Do?,1977.0,Pablo Cruise
3814,Peter McCann,17,Do You Wanna Make Love,1977.0,Peter McCann
3815,Stevie Wonder,18,Sir Duke,1977.0,Stevie Wonder
3816,Eagles,19,Hotel California,1977.0,Eagles
3817,Marvin Gaye,20,"Got To Give It Up, Pt. 1",1977.0,Marvin Gaye
3818,Bill Conti,21,Theme From “Rocky” (Gonna Fly Now),1977.0,Bill Conti
3819,Glen Campbell,22,Southern Nights,1977.0,Glen Campbell
3820,Daryl Hall and John Oates,23,Rich Girl,1977.0,Daryl Hall and John Oates
3821,Leo Sayer,24,When I Need You,1977.0,Leo Sayer
3822,Sylvers,25,Hot Line,1977.0,Sylvers
3823,Rose Royce,26,Car Wash,1977.0,Rose Royce
3824,Marilyn McCoo and Billy Davis Jr.,27,You Don’t Have To Be A Star,1977.0,Marilyn McCoo and Billy Davis Jr.
3825,Steve Miller Band,28,Fly Like An Eagle,1977.0,Steve Miller Band
3826,David Soul,29,Don’t Give Up On Us,1977.0,David Soul
3827,Stephen Bishop,30,On And On,1977.0,Stephen Bishop
3828,Foreigner,31,Feels Like The First Time,1977.0,Foreigner
3829,Climax Blues Band,32,Couldn’t Get It Right,1977.0,Climax Blues Band
3830,Commodores,33,Easy,1977.0,Commodores
3831,Jennifer Warnes,34,Right Time Of The Night,1977.0,Jennifer Warnes
3832,Natalie Cole,35,I’ve Got Love On My Mind,1977.0,Natalie Cole
3833,Manfred Mann’s. Earth Band,36,Blinded By The Light,1977.0,Manfred Mann’s. Earth Band
3834,Barry Manilow,37,Looks Like We Made It,1977.0,Barry Manilow
3835,Atlanta Rhythm Section,38,So In To You,1977.0,Atlanta Rhythm Section
3836,Fleetwood Mac,39,Dreams,1977.0,Fleetwood Mac
3837,Jacksons,40,Enjoy Yourself,1977.0,Jacksons
3838,Brick,41,Dazz,1977.0,Brick
3839,Peter Frampton,42,I’m In You,1977.0,Peter Frampton
3840,Kenny Rogers,43,Lucille,1977.0,Kenny Rogers
3841,10cc,44,The Things We Do For Love,1977.0,10cc
3842,Shaun Cassidy,45,Da Doo Ron Ron,1977.0,Shaun Cassidy
3843,James Taylor,46,Handy Man,1977.0,James Taylor
3844,"Crosby, Stills and Nash",47,Just A Song Before I Go,1977.0,"Crosby, Stills and Nash"
3845,Alice Cooper,48,You And Me,1977.0,Alice Cooper
3846,Johnny Rivers,49,Swayin’ To The Music (Slow Dancin’),1977.0,Johnny Rivers
3847,Andrew Gold,50,Lonely Boy,1977.0,Andrew Gold
3848,Stevie Wonder,51,I Wish,1977.0,Stevie Wonder
3849,Fleetwood Mac,52,Don’t Stop,1977.0,Fleetwood Mac
3850,Heart,53,Barracuda,1977.0,Heart
3851,Brothers Johnson,54,Strawberry Letter 23,1977.0,Brothers Johnson
3852,Bob Seger and The Silver Bullet Band,55,Night Moves,1977.0,Bob Seger and The Silver Bullet Band
3853,Helen Reddy,56,You’re My World,1977.0,Helen Reddy
3854,Marshall Tucker Band,57,Heard It In A Love Song,1977.0,Marshall Tucker Band
3855,Kansas,58,Carry On Wayward Son,1977.0,Kansas
3856,Eagles,59,New Kid In Town,1977.0,Eagles
3857,Barbra Streisand,60,My Heart Belongs To Me,1977.0,Barbra Streisand
3858,Engelbert Humperdinck,61,After The Lovin’,1977.0,Engelbert Humperdinck
3859,Steve Miller Band,62,Jet Airliner,1977.0,Steve Miller Band
3860,Burton Cummings,63,Stand Tall,1977.0,Burton Cummings
3861,Elvis Presley,64,Way Down,1977.0,Elvis Presley
3862,Barry Manilow,65,Weekend In New England,1977.0,Barry Manilow
3863,Ronnie Milsap,66,It Was Almost Like A Song,1977.0,Ronnie Milsap
3864,Sanford Townsend Band,67,Smoke From A Distant Fire,1977.0,Sanford Townsend Band
3865,Foreigner,68,Cold As Ice,1977.0,Foreigner
3866,Dean Friedman,69,Ariel,1977.0,Dean Friedman
3867,Bread,70,Lost Without Your Love,1977.0,Bread
3868,Meco,71,Star Wars Theme-Cantina Band,1977.0,Meco
3869,Floaters,72,Float On,1977.0,Floaters
3870,David Dundas,73,Jeans On,1977.0,David Dundas
3871,Boz Scaggs,74,Lido Shuffle,1977.0,Boz Scaggs
3872,K.C. and The Sunshine Band,75,Keep It Comin’ Love,1977.0,K.C. and The Sunshine Band
3873,Bay City Rollers,76,You Made Me Believe In Magic,1977.0,Bay City Rollers
3874,Electric Light Orchestra,77,Livin’ Thing,1977.0,Electric Light Orchestra
3875,Supertramp,78,Give A Little Bit,1977.0,Supertramp
3876,Shaun Cassidy,79,That’s Rock ‘N’ Roll,1977.0,Shaun Cassidy
3877,Bee Gees,80,Love So Right,1977.0,Bee Gees
3878,Spinners,81,The Rubberband Man,1977.0,Spinners
3879,Alice Cooper,82,I Never Cry,1977.0,Alice Cooper
3880,Carly Simon,83,Nobody Does It Better,1977.0,Carly Simon
3881,Sylvers,84,High School Dance,1977.0,Sylvers
3882,Kenny Nolan,85,Love’s Grown Deep,1977.0,Kenny Nolan
3883,Joe Tex,86,Ain’t Gonna Bump No More (With No Big Fat Woman),1977.0,Joe Tex
3884,Rose Royce,87,I Wanna Get Next To You,1977.0,Rose Royce
3885,Queen,88,Somebody To Love,1977.0,Queen
3886,Captain and Tennille,89,Muskrat Love,1977.0,Captain and Tennille
3887,Aerosmith,90,Walk This Way,1977.0,Aerosmith
3888,Dr. Buzzard’s Original Savannah Band,91,Whispering-Cherchez La Femme-C’est Si Bon,1977.0,Dr. Buzzard’s Original Savannah Band
3889,Al Stewart,92,Year Of The Cat,1977.0,Al Stewart
3890,Heatwave,93,Boogie Nights,1977.0,Heatwave
3891,Fleetwood Mac,94,Go Your Own Way,1977.0,Fleetwood Mac
3892,Elton John,95,Sorry Seems To Be The Hardest Word,1977.0,Elton John
3893,B.J. Thomas,96,Don’t Worry Baby,1977.0,B.J. Thomas
3894,ABBA,97,"Knowing Me, Knowing You",1977.0,ABBA
3895,Leo Sayer,98,How Much Love,1977.0,Leo Sayer
3896,London Symphony Orchestra,99,Star Wars (Main Title),1977.0,London Symphony Orchestra
3897,C.J. and Co.,100,Devil’s Gun,1977.0,C.J. and Co.
3898,Wings,1,Silly Love Songs,1976.0,Wings
3899,Elton John and Kiki Dee,2,Don’t Go Breaking My Heart,1976.0,Elton John and Kiki Dee
3900,Johnnie Taylor,3,Disco Lady,1976.0,Johnnie Taylor
3901,Four Seasons,4,"December, 1963 (Oh, What A Night)",1976.0,Four Seasons
3902,Wild Cherry,5,Play That Funky Music,1976.0,Wild Cherry
3903,Manhattans,6,Kiss And Say Goodbye,1976.0,Manhattans
3904,The Miracles,7,Love Machine (Part 1),1976.0,The Miracles
3905,Paul Simon,8,50 Ways To Leave Your Lover,1976.0,Paul Simon
3906,Gary Wright,9,Love Is Alive,1976.0,Gary Wright
3907,Walter Murphy and The Big Apple Band,10,A Fifth Of Beethoven,1976.0,Walter Murphy and The Big Apple Band
3908,Daryl Hall and John Oates,11,Sara Smile,1976.0,Daryl Hall and John Oates
3909,Starland Vocal Band,12,Afternoon Delight,1976.0,Starland Vocal Band
3910,Barry Manilow,13,I Write The Songs,1976.0,Barry Manilow
3911,Silver Convention,14,"Fly, Robin, Fly",1976.0,Silver Convention
3912,Diana Ross,15,Love Hangover,1976.0,Diana Ross
3913,Seals and Crofts,16,Get Closer,1976.0,Seals and Crofts
3914,Andrea True Connection,17,"More, More, More",1976.0,Andrea True Connection
3915,Queen,18,Bohemian Rhapsody,1976.0,Queen
3916,Dorothy Moore,19,Misty Blue,1976.0,Dorothy Moore
3917,Sylvers,20,Boogie Fever,1976.0,Sylvers
3918,England Dan and John Ford Coley,21,I’d Really Love To See You Tonight,1976.0,England Dan and John Ford Coley
3919,Hot Chocolate,22,You Sexy Thing,1976.0,Hot Chocolate
3920,Nazareth,23,Love Hurts,1976.0,Nazareth
3921,Silver Convention,24,Get Up And Boogie,1976.0,Silver Convention
3922,Eagles,25,Take It To The Limit,1976.0,Eagles
3923,K.C. and The Sunshine Band,26,"(Shake, Shake, Shake) Shake Your Booty",1976.0,K.C. and The Sunshine Band
3924,Commodores,27,Sweet Love,1976.0,Commodores
3925,Maxine Nightingale,28,Right Back Where We Started From,1976.0,Maxine Nightingale
3926,Rhythm Heritage,29,Theme From “S.W.A.T”,1976.0,Rhythm Heritage
3927,Ohio Players,30,Love Rollercoaster,1976.0,Ohio Players
3928,Bee Gees,31,You Should Be Dancing,1976.0,Bee Gees
3929,Lou Rawls,32,You’ll Never Find Another Love Like Mine,1976.0,Lou Rawls
3930,David Bowie,33,Golden Years,1976.0,David Bowie
3931,Starbuck,34,Moonlight Feels Right,1976.0,Starbuck
3932,Dr. Hook,35,Only Sixteen,1976.0,Dr. Hook
3933,Bellamy Brothers,36,Let Your Love Flow,1976.0,Bellamy Brothers
3934,Gary Wright,37,Dream Weaver,1976.0,Gary Wright
3935,Vicki Sue Robinson,38,Turn The Beat Around,1976.0,Vicki Sue Robinson
3936,Captain and Tennille,39,Lonely Night (Angel Face),1976.0,Captain and Tennille
3937,Eric Carmen,40,All By Myself,1976.0,Eric Carmen
3938,Donna Summer,41,Love To Love You Baby,1976.0,Donna Summer
3939,Donny and Marie Osmond,42,Deep Purple,1976.0,Donny and Marie Osmond
3940,Diana Ross,43,Theme From “Mahogany”,1976.0,Diana Ross
3941,Rufus,44,Sweet Thing,1976.0,Rufus
3942,K.C. and The Sunshine Band,45,That’s The Way I Like It,1976.0,K.C. and The Sunshine Band
3943,Dr. Hook,46,A Little Bit More,1976.0,Dr. Hook
3944,Henry Gross,47,Shannon,1976.0,Henry Gross
3945,Chicago,48,If You Leave Me Now,1976.0,Chicago
3946,Boz Scaggs,49,Lowdown,1976.0,Boz Scaggs
3947,Peter Frampton,50,Show Me The Way,1976.0,Peter Frampton
3948,Aerosmith,51,Dream On,1976.0,Aerosmith
3949,O’Jays,52,I Love Music (Pt. 1),1976.0,O’Jays
3950,Fleetwood Mac,53,Say You Love Me,1976.0,Fleetwood Mac
3951,Paul Anka,54,Times Of Your Life,1976.0,Paul Anka
3952,Cliff Richard,55,Devil Woman,1976.0,Cliff Richard
3953,Elvin Bishop,56,Fooled Around And Fell In Love,1976.0,Elvin Bishop
3954,C.W. McCall,57,Convoy,1976.0,C.W. McCall
